Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
single,3rd phase - general contingent ,5th choice,Nursing,daytime,Secondary education,137.0,Portuguese,Degree,Secondary Education,Technicians,Administrative,126.7,yes,no,no,yes,female,no,18,no,0,7,8,7,13.6875,0,0,8,9,8,15.62222222,0,13.9,-0.3,0.79,Dropout
single,Over 23 years old,2nd choice,Social Service (evening attendance),evening,Secondary education,130.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,120.0,no,no,no,yes,female,no,58,no,0,6,14,5,12.4,0,0,6,10,5,11.6,0,9.4,-0.8,-3.12,Graduate
single,1st phase - general contingent ,3rd choice,Nursing,daytime,Secondary education,137.0,Portuguese,Secondary Education,Degree,Administrative,Technicians,124.6,no,no,no,yes,female,no,18,no,0,7,10,7,13.398,0,0,8,8,8,13.5425,0,15.5,2.8,-4.06,Graduate
single,Technological specialization diploma holders,2nd choice,Veterinary Nursing,daytime,Secondary education,130.0,Portuguese,Secondary Education,Secondary Education,Administrative,Technicians,130.0,yes,no,no,yes,female,no,20,no,0,6,13,5,11.8,0,0,6,19,4,12.0,0,12.4,0.5,1.79,Enrolled
single,2nd phase - general contingent,2nd choice,Management (evening attendance),evening,Secondary education,140.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 1st Cycle,Farmers,Skilled Workers,127.3,no,no,no,yes,female,no,20,no,0,5,0,0,0.0,0,0,5,0,0,0.0,0,11.1,0.6,2.02,Dropout
single,Ordinance No. 612/93 5 - 1st phase - special contingent (Azores Island),2nd choice,Management,daytime,Secondary education,150.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,122.0,yes,no,no,yes,female,no,29,no,13,15,19,13,11.76923077,0,12,14,17,14,11.92857143,0,9.4,-0.8,-3.12,Graduate
single,Holders of other higher courses,2nd choice,Social Service,daytime,degree,130.0,Portuguese,Secondary Education,Secondary Education,Administrative,Armed Forces,125.1,no,no,yes,no,female,no,27,no,0,6,8,0,0.0,0,0,5,6,0,0.0,0,16.2,0.3,-0.92,Dropout
single,1st phase - general contingent ,2nd choice,Veterinary Nursing,daytime,Secondary education,133.1,Portuguese,Basic Ed 3rd Cycle,Basic Ed 2nd Cycle,Services/Security/Sales,Skilled Workers,110.0,yes,no,no,yes,female,yes,21,no,0,6,8,6,13.28571429,0,0,6,11,6,13.0,0,11.1,0.6,2.02,Graduate
single,1st phase - general contingent ,2nd choice,Social Service,daytime,Secondary education,134.0,Portuguese,Secondary Education,Basic Ed 3rd Cycle,Administrative,Unskilled Workers,129.8,no,no,no,yes,female,yes,20,no,0,6,6,6,11.66666667,0,0,6,8,6,11.16666667,0,15.5,2.8,-4.06,Graduate
single,2nd phase - general contingent,2nd choice,Social Service,daytime,Secondary education,125.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 2nd Cycle,Technicians,Skilled Workers,114.9,no,no,no,yes,female,yes,19,no,0,6,13,6,11.5,0,0,6,9,5,12.2,0,11.1,0.6,2.02,Graduate
single,1st phase - general contingent ,2nd choice,Nursing,daytime,Secondary education,141.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 2nd Cycle,Farmers,Farmers,125.6,yes,no,no,yes,female,yes,22,no,0,7,9,6,13.08166667,0,0,8,12,6,13.15,0,11.1,0.6,2.02,Graduate
single,3rd phase - general contingent ,4th choice,Communication Design,daytime,Secondary education,138.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 1st Cycle,Unskilled Workers,Skilled Workers,125.1,yes,no,no,yes,female,yes,19,no,0,6,6,6,12.66666667,0,0,6,6,6,13.0,0,15.5,2.8,-4.06,Graduate
single,2nd phase - general contingent,2nd choice,Journalism and Communication,daytime,Secondary education,116.0,Portuguese,Basic Ed 1st Cycle,Secondary Education,Unskilled Workers,Machine Operators,115.7,yes,no,yes,no,female,no,19,no,0,6,6,3,11.33333333,0,0,6,6,0,0.0,0,12.4,0.5,1.79,Dropout
single,1st phase - general contingent ,4th choice,Basic Education,daytime,Secondary education,122.0,Portuguese,Degree,Degree,Intellectuals,Intellectuals,112.6,yes,no,no,yes,female,no,23,no,0,6,8,5,13.6,0,0,6,8,5,11.6,0,7.6,2.6,0.32,Enrolled
single,1st phase - general contingent ,4th choice,Journalism and Communication,daytime,Secondary education,131.0,Portuguese,Secondary Education,Secondary Education,Administrative,Administrative,127.2,yes,no,no,yes,female,yes,18,no,0,6,6,6,13.16666667,0,0,6,7,5,13.2,0,12.4,0.5,1.79,Dropout
single,Technological specialization diploma holders,2nd choice,Equinculture,daytime,Technological specialization course,140.0,Portuguese,Secondary Education,Basic Ed 3rd Cycle,Administrative,Machine Operators,140.0,no,no,no,yes,female,no,19,no,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,Dropout
single,Technological specialization diploma holders,2nd choice,Agronomy,daytime,Technological specialization course,140.0,Portuguese,Secondary Education,Secondary Education,Administrative,Technicians,140.0,yes,no,no,yes,female,no,20,no,0,6,10,5,11.66666667,0,0,6,7,5,12.6,0,12.4,0.5,1.79,Graduate
single,1st phase - general contingent ,5th choice,Social Service,daytime,Secondary education,127.0,Portuguese,Secondary Education,Basic Ed 2nd Cycle,Unskilled Workers,Skilled Workers,120.4,yes,no,no,yes,female,yes,19,no,0,6,6,6,13.5,0,0,6,7,6,13.42857143,0,11.1,0.6,2.02,Graduate
single,Over 23 years old,2nd choice,Veterinary Nursing,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,100.0,yes,no,yes,no,female,yes,26,no,0,6,7,0,0.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,Dropout
single,1st phase - general contingent ,2nd choice,Social Service,daytime,Secondary education,117.0,Portuguese,Secondary Education,Basic Ed 3rd Cycle,Administrative,Skilled Workers,113.5,yes,no,no,yes,female,yes,18,no,0,6,6,6,13.16666667,0,0,6,7,6,14.14285714,0,11.1,0.6,2.02,Graduate
single,1st phase - general contingent ,2nd choice,Veterinary Nursing,daytime,Secondary education,150.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Administrative,Unskilled Workers,132.1,yes,no,yes,yes,female,no,29,no,4,5,11,4,12.5,2,1,5,11,2,12.5,0,12.7,3.7,-1.7,Dropout
single,Technological specialization diploma holders,2nd choice,Agronomy,daytime,Technological specialization course,160.0,Portuguese,Degree,Secondary Education,Intellectuals,Farmers,160.0,yes,no,no,no,female,no,20,no,0,6,10,6,13.375,0,0,6,10,6,13.0,0,16.2,0.3,-0.92,Graduate
single,1st phase - general contingent ,2nd choice,Communication Design,daytime,Secondary education,128.0,Portuguese,Basic Ed 3rd Cycle,Bachelor's,Skilled Workers,Technicians,126.3,yes,no,no,yes,female,no,19,no,0,6,6,6,13.16666667,0,0,6,6,6,12.66666667,0,15.5,2.8,-4.06,Graduate
single,Technological specialization diploma holders,2nd choice,Veterinary Nursing,daytime,Technological specialization course,160.0,Portuguese,Secondary Education,Secondary Education,Administrative,Administrative,160.0,yes,no,no,yes,female,no,23,no,1,6,12,4,13.4,0,1,6,17,2,13.5,0,12.4,0.5,1.79,Enrolled
single,Change of course,2nd choice,Oral Hygiene,daytime,Secondary education,126.0,Portuguese,Bachelor's,Degree,Technicians,Intellectuals,100.0,no,no,no,yes,female,no,25,no,2,7,10,3,13.0,0,1,8,10,3,11.66666667,4,10.8,1.4,1.74,Enrolled
single,3rd phase - general contingent ,2nd choice,Nursing,daytime,Secondary education,135.0,Portuguese,Degree,Degree,Legislative/Executives,Legislative/Executives,125.8,yes,no,no,yes,female,no,18,no,0,8,8,7,13.15428571,0,0,8,8,7,13.15428571,0,10.8,1.4,1.74,Graduate
single,1st phase - general contingent ,4th choice,Communication Design,daytime,Secondary education,139.0,Portuguese,Secondary Education,Basic Ed 2nd Cycle,Administrative,Skilled Workers,142.2,yes,no,no,yes,female,yes,19,no,0,6,6,6,12.83333333,0,0,6,6,6,12.83333333,0,9.4,-0.8,-3.12,Graduate
single,2nd phase - general contingent,3rd choice,Basic Education,daytime,Secondary education,125.0,Portuguese,Secondary Education,Basic Ed 3rd Cycle,Services/Security/Sales,Services/Security/Sales,119.4,yes,no,no,yes,female,no,18,no,0,7,10,7,12.14285714,0,0,7,7,7,13.14285714,0,12.4,0.5,1.79,Graduate
single,1st phase - general contingent ,3rd choice,Nursing,daytime,Secondary education,106.0,Portuguese,Secondary Education,Basic Ed 3rd Cycle,Administrative,Administrative,106.4,yes,no,no,yes,female,yes,19,no,0,7,9,5,13.34,0,0,7,9,6,12.38571429,0,12.4,0.5,1.79,Enrolled
single,Holders of other higher courses,2nd choice,Social Service (evening attendance),evening,Higher education - degree (1st cycle),120.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 3rd Cycle,Unskilled Workers,Technicians,120.0,no,no,no,yes,female,no,36,no,6,10,15,4,13.0,0,5,9,10,4,13.75,0,8.9,1.4,3.51,Dropout
single,Technological specialization diploma holders,2nd choice,Agronomy,daytime,Technological specialization course,150.0,Portuguese,Secondary Education,Basic Ed 2nd Cycle,Administrative,Unskilled Workers,150.0,no,no,no,yes,male,yes,20,no,0,6,18,3,12.0,0,0,6,17,3,11.66666667,0,15.5,2.8,-4.06,Enrolled
single,2nd phase - general contingent,3rd choice,Animation and Multimedia Design,daytime,Secondary education,130.0,Brazilian,Secondary Education,Secondary Education,Intellectuals,Technicians,148.6,yes,no,no,yes,male,no,20,yes,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,Dropout
single,1st phase - general contingent ,2nd choice,Social Service,daytime,Secondary education,116.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 2nd Cycle,Unskilled Workers,Machine Operators,108.7,yes,no,no,yes,male,no,18,no,0,6,9,5,11.0,0,0,6,12,0,0.0,0,11.1,0.6,2.02,Dropout
single,Technological specialization diploma holders,2nd choice,Agronomy,daytime,Technological specialization course,130.0,Portuguese,Degree,Secondary Education,Administrative,Farmers,130.0,no,no,no,yes,male,no,19,no,0,6,8,5,11.5,0,0,6,11,6,11.33333333,0,12.4,0.5,1.79,Enrolled
single,2nd phase - general contingent,2nd choice,Social Service,daytime,Secondary education,140.0,Portuguese,Secondary Education,Doctorate (3rd cycle),Administrative,Intellectuals,124.6,yes,no,yes,no,male,no,20,no,3,9,9,3,13.33333333,0,2,6,6,2,12.5,0,8.9,1.4,3.51,Dropout
single,1st phase - general contingent ,3rd choice,Nursing,daytime,Secondary education,134.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Administrative,Skilled Workers,131.0,yes,no,no,yes,male,no,18,no,0,7,9,7,14.59444444,0,0,8,10,8,13.472,0,15.5,2.8,-4.06,Graduate
single,Technological specialization diploma holders,2nd choice,Equinculture,daytime,Technological specialization course,130.0,Portuguese,Degree,Secondary Education,Technicians,Farmers,130.0,yes,no,yes,yes,male,no,20,no,2,6,9,4,11.0,0,1,6,13,3,10.66666667,0,12.4,0.5,1.79,Dropout
single,3rd phase - general contingent ,2nd choice,Informatics Engineering,daytime,Secondary education,122.0,Portuguese,Basic Ed 3rd Cycle,Secondary Education,Other,Technicians,116.1,yes,no,yes,no,male,no,24,no,0,5,8,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
single,2nd phase - general contingent,2nd choice,Journalism and Communication,daytime,Secondary education,128.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 2nd Cycle,Services/Security/Sales,Skilled Workers,125.6,yes,no,no,yes,male,no,19,no,0,6,6,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Dropout
single,2nd phase - general contingent,2nd choice,Informatics Engineering,daytime,Secondary education,130.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Skilled Workers,Unskilled Workers,121.3,yes,no,no,yes,male,no,18,no,0,5,9,1,12.0,0,0,5,10,2,12.0,3,7.6,2.6,0.32,Dropout
single,1st phase - general contingent ,4th choice,Informatics Engineering,daytime,Secondary education,113.0,Portuguese,Master's,Basic Ed 2nd Cycle,Intellectuals,Skilled Workers,107.4,yes,no,no,yes,male,no,18,no,0,5,8,5,14.0,0,0,5,6,5,13.2,0,8.9,1.4,3.51,Graduate
single,1st phase - general contingent ,2nd choice,Tourism ,daytime,Secondary education,126.0,Portuguese,Secondary Education,Basic Ed 3rd Cycle,Administrative,Administrative,116.9,no,no,no,yes,male,no,18,no,0,6,8,6,13.57142857,0,0,6,7,5,11.8,0,8.9,1.4,3.51,Graduate
single,Change of course,3rd choice,Advertising and Marketing Management,daytime,Secondary education,135.0,Portuguese,Degree,Basic Ed 3rd Cycle,Legislative/Executives,Skilled Workers,123.5,yes,no,no,yes,male,no,22,no,0,6,12,0,0.0,0,0,6,6,0,0.0,0,16.2,0.3,-0.92,Dropout
single,1st phase - general contingent ,2nd choice,Advertising and Marketing Management,daytime,Secondary education,141.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 2nd Cycle,Unskilled Workers,Unskilled Workers,130.5,no,no,no,yes,male,no,19,no,0,6,8,6,14.25,0,0,6,7,6,13.85714286,0,11.1,0.6,2.02,Graduate
married,Over 23 years old,2nd choice,Veterinary Nursing,daytime,Other - 11th year of schooling,133.1,Portuguese,Secondary Education,Tech Specialization,Services/Security/Sales,Technicians,140.0,yes,no,yes,no,female,no,32,no,0,6,7,0,0.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,Dropout
single,2nd phase - general contingent,2nd choice,Basic Education,daytime,Secondary education,133.1,Portuguese,Unknown,Basic Ed 3rd Cycle,Student,Technicians,117.1,yes,no,no,yes,female,yes,21,no,0,6,12,0,0.0,0,0,6,12,0,0.0,0,7.6,2.6,0.32,Dropout
single,3rd phase - general contingent ,2nd choice,Nursing,daytime,Secondary education,144.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Farmers,Farmers,127.5,yes,no,no,yes,female,yes,19,no,0,8,8,7,13.54285714,0,0,8,8,7,13.54285714,0,12.7,3.7,-1.7,Graduate
divorced,Change of course,2nd choice,Social Service (evening attendance),evening,Secondary education,140.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,126.0,no,no,no,yes,female,yes,39,no,3,9,9,9,13.11111111,0,2,7,10,7,11.71428571,0,12.7,3.7,-1.7,Graduate
single,Change of course,2nd choice,Social Service (evening attendance),evening,11th year of schooling - not completed,100.0,Portuguese,Unknown,Unknown,Student,Student,113.0,yes,no,no,yes,female,no,30,no,3,9,11,9,12.66666667,0,2,7,7,7,12.14285714,0,7.6,2.6,0.32,Graduate
single,1st phase - general contingent ,2nd choice,Management,daytime,Secondary education,135.0,Portuguese,Secondary Education,Basic Ed 3rd Cycle,Services/Security/Sales,Services/Security/Sales,130.1,yes,no,no,yes,female,no,18,no,0,5,10,4,10.75,1,0,5,13,2,10.0,0,9.4,-0.8,-3.12,Dropout
married,Change of course,2nd choice,Management (evening attendance),evening,Secondary education,130.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,110.0,yes,no,no,yes,female,no,38,no,4,10,14,4,10.75,0,2,10,10,2,10.0,0,7.6,2.6,0.32,Dropout
single,1st phase - general contingent ,4th choice,Communication Design,daytime,Secondary education,147.0,Portuguese,Unknown,Basic Ed 1st Cycle,Services/Security/Sales,Skilled Workers,135.8,yes,no,no,yes,female,no,20,no,0,6,6,6,13.66666667,0,0,6,6,6,13.33333333,0,9.4,-0.8,-3.12,Graduate
single,Over 23 years old,2nd choice,Social Service (evening attendance),evening,Basic education 3rd cycle (9th/10th/11th year) or equiv.,149.0,Portuguese,Unknown,Unknown,Student,Student,126.3,no,no,no,yes,female,no,55,no,0,6,6,6,13.83333333,0,1,6,6,6,12.83333333,0,7.6,2.6,0.32,Graduate
divorced,"Ordinance No. 533-A/99, item b3 (Other Institution)",2nd choice,Communication Design,daytime,bachelor's degree,130.0,Portuguese,Unknown,Unknown,Student,Student,130.0,no,no,no,yes,female,no,53,no,15,18,18,17,13.17647059,0,13,18,18,16,13.0,0,7.6,2.6,0.32,Dropout
married,Over 23 years old,2nd choice,Social Service (evening attendance),evening,Secondary education,120.0,Portuguese,Unknown,Unknown,Student,Student,104.0,no,no,no,yes,female,no,54,no,0,6,8,4,12.75,0,0,6,12,5,12.6,0,7.6,2.6,0.32,Dropout
single,Change of course,2nd choice,Nursing,daytime,Secondary education,125.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Skilled Workers,123.6,yes,no,no,yes,female,yes,18,no,0,7,8,5,12.86,0,0,7,8,5,12.86,0,7.6,2.6,0.32,Enrolled
single,Over 23 years old,2nd choice,Social Service (evening attendance),evening,Secondary education,133.1,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Machine Operators,121.0,no,no,yes,no,female,no,44,no,2,8,12,4,12.0,2,2,7,9,4,12.0,2,8.9,1.4,3.51,Dropout
single,Change of course,2nd choice,Social Service,daytime,Secondary education,149.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Farmers,130.5,yes,no,no,yes,female,no,28,no,8,11,11,9,11.66666667,0,8,11,13,9,12.55555556,0,10.8,1.4,1.74,Graduate
single,Holders of other higher courses,2nd choice,Social Service (evening attendance),evening,Higher education - master (2nd cycle),180.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Unskilled Workers,Administrative,180.0,no,no,no,yes,female,no,37,no,12,14,14,14,16.5,0,8,11,11,11,16.90909091,0,8.9,1.4,3.51,Graduate
single,Change of course,2nd choice,Social Service,daytime,Secondary education,110.0,Portuguese,10th,10th,Other,Other,112.5,yes,no,no,yes,female,no,20,no,8,10,14,9,12.33333333,0,3,7,10,7,11.77777778,0,7.6,2.6,0.32,Graduate
single,1st phase - general contingent ,4th choice,Nursing,daytime,Secondary education,131.0,Portuguese,Basic Ed 3rd Cycle,Degree,Technicians,Intellectuals,126.1,yes,no,no,yes,female,no,18,no,0,7,8,7,12.59125,0,0,8,11,7,12.82,0,15.5,2.8,-4.06,Enrolled
single,1st phase - general contingent ,2nd choice,Social Service,daytime,Secondary education,117.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Unskilled Workers,Unskilled Workers,111.8,yes,no,no,yes,male,no,19,no,0,6,9,4,11.5,0,0,6,12,3,11.0,0,8.9,1.4,3.51,Dropout
single,2nd phase - general contingent,2nd choice,Agronomy,daytime,Secondary education,120.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 1st Cycle,Services/Security/Sales,Unskilled Workers,131.4,yes,no,no,yes,male,yes,23,no,17,18,19,18,11.89473684,0,12,13,13,13,12.92307692,0,15.5,2.8,-4.06,Graduate
single,2nd phase - general contingent,2nd choice,Social Service,daytime,Secondary education,160.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 1st Cycle,Farmers,Farmers,144.3,no,no,no,yes,male,no,22,no,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,Dropout
single,Over 23 years old,2nd choice,Tourism ,daytime,Secondary education,100.0,Portuguese,Degree,Basic Ed 3rd Cycle,Technicians,Services/Security/Sales,115.0,no,no,no,no,male,no,24,no,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout
single,Technological specialization diploma holders,2nd choice,Agronomy,daytime,Technological specialization course,140.0,Portuguese,Master's,Master's,Administrative,Intellectuals,120.0,yes,no,no,yes,male,no,22,no,0,6,13,5,13.0,0,0,6,13,2,11.5,0,12.4,0.5,1.79,Enrolled
single,Over 23 years old,2nd choice,Agronomy,daytime,Secondary education,160.0,Portuguese,Secondary Education,Basic Ed 2nd Cycle,Services/Security/Sales,Farmers,168.6,no,no,no,yes,male,no,26,no,0,6,9,0,0.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,Dropout
single,2nd phase - general contingent,7th choice,Journalism and Communication,daytime,Secondary education,141.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Services/Security/Sales,Services/Security/Sales,127.7,yes,no,no,yes,male,no,18,no,0,6,6,6,15.16666667,0,0,6,6,6,14.83333333,0,9.4,-0.8,-3.12,Graduate
single,Technological specialization diploma holders,2nd choice,Equinculture,daytime,Technological specialization course,130.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 3rd Cycle,Unskilled Workers,Unskilled Workers,150.0,no,no,no,yes,male,no,24,no,2,6,8,4,11.75,0,1,6,8,2,13.5,0,11.1,0.6,2.02,Dropout
single,1st phase - general contingent ,2nd choice,Informatics Engineering,daytime,Secondary education,142.0,Portuguese,Secondary Education,Basic Ed 2nd Cycle,Administrative,Technicians,129.8,yes,no,no,yes,male,no,18,no,0,5,5,0,0.0,0,0,5,6,1,15.0,0,10.8,1.4,1.74,Enrolled
single,1st phase - general contingent ,2nd choice,Animation and Multimedia Design,daytime,Secondary education,130.0,Portuguese,Secondary Education,Basic Ed 2nd Cycle,Skilled Workers,Machine Operators,135.6,yes,no,no,yes,male,no,26,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,Dropout
single,Over 23 years old,2nd choice,Tourism ,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Administrative,100.0,no,no,no,yes,male,no,27,no,0,6,11,3,11.33333333,0,0,6,10,3,14.75,0,16.2,0.3,-0.92,Dropout
single,Technological specialization diploma holders,2nd choice,Agronomy,daytime,Technological specialization course,140.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Farmers,140.0,yes,no,no,yes,male,yes,20,no,0,6,10,5,12.6,0,0,6,6,5,13.2,0,12.4,0.5,1.79,Graduate
single,1st phase - general contingent ,2nd choice,Informatics Engineering,daytime,Secondary education,129.0,Portuguese,Other 11th,Secondary Education,Administrative,Armed Forces,124.1,yes,no,no,yes,male,no,19,no,0,5,10,0,0.0,0,0,5,10,1,14.0,3,7.6,2.6,0.32,Dropout
single,1st phase - general contingent ,2nd choice,Veterinary Nursing,daytime,Secondary education,148.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 2nd Cycle,Administrative,Unskilled Workers,131.6,no,no,no,yes,male,yes,18,no,0,6,8,6,15.5,0,0,6,9,4,15.5,0,11.1,0.6,2.02,Dropout
single,1st phase - general contingent ,4th choice,Nursing,daytime,Secondary education,143.0,Portuguese,Secondary Education,Secondary Education,Administrative,Administrative,129.0,yes,no,no,yes,male,no,18,no,0,8,8,7,12.36571429,0,0,8,8,7,12.36571429,0,10.8,1.4,1.74,Graduate
single,2nd phase - general contingent,2nd choice,Advertising and Marketing Management,daytime,Secondary education,128.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,135.7,yes,no,no,yes,male,no,19,no,0,6,7,5,13.2,0,0,6,10,5,13.25,0,10.8,1.4,1.74,Enrolled
single,Change of course,2nd choice,Communication Design,daytime,Secondary education,100.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,108.0,yes,no,no,yes,male,no,34,no,7,12,12,7,11.42857143,0,4,12,12,7,11.85714286,0,7.6,2.6,0.32,Enrolled
single,1st phase - general contingent ,2nd choice,Social Service,daytime,Secondary education,116.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 3rd Cycle,Machine Operators,Armed Forces,110.8,yes,no,no,yes,male,no,19,no,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,Dropout
single,1st phase - general contingent ,2nd choice,Journalism and Communication,daytime,Secondary education,128.0,Portuguese,Secondary Education,Basic Ed 3rd Cycle,Administrative,Administrative,124.5,no,no,no,yes,male,yes,19,no,0,6,10,4,14.0,0,0,6,9,6,12.33333333,0,9.4,-0.8,-3.12,Graduate
married,Over 23 years old,2nd choice,Agronomy,daytime,Secondary education,120.0,Portuguese,Bachelor's,Bachelor's,Legislative/Executives,Administrative,100.0,no,no,no,yes,male,no,30,no,3,12,12,3,12.0,0,5,12,16,5,11.8,0,15.5,2.8,-4.06,Dropout
single,Change of course,2nd choice,Journalism and Communication,daytime,Secondary education,121.0,Portuguese,Secondary Education,Degree,Unskilled Workers,Technicians,123.8,no,no,no,no,male,no,22,no,0,4,4,0,0.0,4,0,5,8,3,12.0,0,10.8,1.4,1.74,Dropout
single,2nd phase - general contingent,2nd choice,Management,daytime,Secondary education,137.0,Portuguese,Degree,Basic Ed 2nd Cycle,Legislative/Executives,Unskilled Workers,131.4,no,no,no,no,male,no,19,no,0,5,13,4,10.0,0,0,5,7,3,11.33333333,0,15.5,2.8,-4.06,Dropout
single,1st phase - general contingent ,2nd choice,Management,daytime,Secondary education,115.0,Portuguese,Basic Ed 2nd Cycle,Secondary Education,Unskilled Workers,Machine Operators,118.5,no,no,no,yes,male,no,21,no,0,5,9,1,10.0,0,0,5,10,1,10.0,0,7.6,2.6,0.32,Dropout
single,1st phase - general contingent ,3rd choice,Animation and Multimedia Design,daytime,Secondary education,129.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,122.0,yes,no,no,no,male,no,22,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Dropout
single,1st phase - general contingent ,2nd choice,Tourism ,daytime,Secondary education,125.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,122.9,no,no,no,yes,male,yes,19,no,0,6,7,6,11.16666667,0,0,6,12,3,11.66666667,0,10.8,1.4,1.74,Enrolled
single,1st phase - general contingent ,2nd choice,Social Service,daytime,Secondary education,125.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 2nd Cycle,Skilled Workers,Skilled Workers,118.7,no,no,no,yes,male,no,20,no,0,6,12,4,11.75,0,0,6,13,3,11.33333333,0,15.5,2.8,-4.06,Enrolled
single,Over 23 years old,2nd choice,Agronomy,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Degree,Secondary Education,Intellectuals,Machine Operators,100.0,yes,no,no,yes,male,no,35,no,0,6,13,3,11.75,0,0,6,10,0,0.0,0,13.9,-0.3,0.79,Dropout
single,1st phase - special contingent (Madeira Island),3rd choice,Management,daytime,Secondary education,131.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,135.9,yes,no,no,yes,male,no,20,no,0,5,8,1,10.0,0,0,5,7,1,11.0,0,7.6,2.6,0.32,Dropout
single,1st phase - general contingent ,2nd choice,Equinculture,daytime,Secondary education,133.1,Portuguese,Ongoing Higher Ed,7th (Old),Administrative,Services/Security/Sales,138.4,no,no,no,yes,male,no,21,no,0,5,8,3,14.0,0,0,5,5,5,12.8,0,7.6,2.6,0.32,Graduate
